ifile	run	class	subcxi	event	indby	phoen	bmdv	bmbw	aclen	npeak	ltype	cent	a	b	c	alpha	beta	gamma	prorad	detdx	detdy	reslim	nref	nsref	niref	o1	o2	o3	o4	o5	o6	o7	o8	o9	sfile	istart	iend	cstart	cend	pstart	pend	rstart	rend	multi	/cheetah/frameNumber	/LCLS/machineTime
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	862	mosflm-comb-latt-nocell-retry-multi-refine	9473.140625	0.000000	0.000000	0	221	orthorhombic	P	12.972550	22.605000	30.912901	90.340607	90.033577	89.925079	0.004550	-0.005000	-0.013000	2.140000	5278	0	21	-0.077036	0.000480	0.002734	0.001592	0.019021	0.039909	-0.000324	0.029288	-0.013733	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	140836743	-1	140847498	141261645	140837245	140847481	140848048	141261610	1	20942	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	861	mosflm-comb-latt-nocell-retry-multi-refine	9481.563477	0.000000	0.000000	0	194	orthorhombic	P	12.974760	22.624109	30.826300	89.940483	90.083298	89.957581	0.006400	-0.003000	-0.009000	2.310000	7312	0	38	-0.071572	-0.017464	0.022642	0.015552	-0.012427	0.039464	-0.003939	0.030248	0.011040	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	141693676	-1	141703189	142276577	141694178	141703172	141703739	142276542	1	20941	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	858	mosflm-comb-latt-nocell-retry-multi-refine	9462.974609	0.000000	0.000000	0	210	orthorhombic	P	12.952930	22.696770	30.797840	89.809860	89.862747	89.992126	0.004970	0.007000	-0.004000	1.950000	5598	0	12	-0.073352	-0.005767	0.023379	-0.011022	0.033570	-0.026321	-0.005942	-0.020966	-0.024071	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	142276599	-1	142286848	142726002	142277101	142286831	142287397	142725967	1	20937	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	858	mosflm-comb-latt-nocell-retry-multi-refine	9462.974609	0.000000	0.000000	0	210	orthorhombic	P	12.970440	22.594250	30.829390	89.893822	89.842171	89.809357	0.023940	-0.019000	0.007000	2.180000	26800	0	113	0.060552	-0.021436	0.042641	-0.025517	0.000382	0.036161	-0.007559	-0.031132	-0.005078	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	142276599	-1	142726002	144825958	142277101	142286831	142726553	144825923	2	20937	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	866	mosflm-comb-latt-nocell-retry-multi-refine	9479.197266	0.000000	0.000000	0	302	orthorhombic	P	13.026640	22.700991	31.358259	90.665558	90.362091	90.175247	0.020010	-0.015000	-0.019000	1.950000	23112	0	119	-0.060861	-0.038511	-0.026572	0.026320	-0.023955	-0.025964	0.003488	-0.021798	0.023017	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	145176008	-1	145190489	147001496	145176510	145190472	145191041	147001461	1	20946	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	867	mosflm-comb-latt-nocell-retry-multi-refine	9467.678711	0.000000	0.000000	0	272	orthorhombic	P	13.006550	22.652309	31.267130	90.395317	90.274757	89.733528	0.006640	-0.007000	-0.008000	2.070000	7648	0	41	0.075880	-0.004638	0.011494	-0.005311	-0.040192	0.017476	0.003714	-0.013280	-0.028858	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	148486175	-1	148499276	149099049	148486677	148499259	148499826	149099014	1	20947	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	867	mosflm-comb-latt-nocell-retry-multi-refine	9467.678711	0.000000	0.000000	0	272	orthorhombic	P	13.055430	22.676340	30.676661	89.491539	90.208473	90.510834	0.016590	-0.009000	-0.003000	2.030000	18918	0	143	0.043352	-0.059341	0.021606	0.018925	-0.001178	-0.039818	0.022990	0.020519	0.010639	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	148486175	-1	149099049	150581564	148486677	148499259	149099601	150581529	2	20947	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	871	mosflm-comb-latt-nocell-retry-multi-refine	9468.209961	0.000000	0.000000	0	357	orthorhombic	P	12.971790	22.649290	30.791880	90.203690	90.164101	90.051682	0.009550	0.003000	-0.013000	2.470000	11033	0	63	-0.055008	-0.028816	0.045681	0.025940	0.006164	0.035192	-0.012361	0.029758	0.004044	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	150581586	-1	150598597	151463464	150582088	150598580	150599147	151463429	1	20950	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	875	mosflm-comb-latt-nocell-retry-multi-refine	9471.967773	0.000000	0.000000	0	171	orthorhombic	P	13.004480	22.629120	30.818750	90.143784	90.139702	90.301689	0.004580	0.002000	-0.005000	2.190000	5405	0	24	-0.074106	0.011404	-0.017072	-0.010208	-0.039565	0.016832	-0.004712	0.013513	0.029121	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	152907927	-1	152916382	153340391	152908429	152916365	152916931	153340356	1	20957	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	896	mosflm-comb-latt-nocell-retry-multi-refine	9477.878906	0.000000	0.000000	0	204	orthorhombic	P	12.979940	22.640890	30.751301	90.231049	90.193176	90.527458	0.005130	0.012000	-0.004000	2.190000	5911	0	29	-0.011518	0.056306	-0.051312	0.037192	0.019987	0.012972	0.016874	-0.016670	-0.022246	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	155639136	-1	155649109	156112820	155639638	155649092	155649658	156112785	1	21043	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	898	mosflm-comb-latt-nocell-retry-multi-refine	9480.130859	0.000000	0.000000	0	129	orthorhombic	P	12.960420	22.776381	30.854380	90.898666	90.139381	90.257027	0.002390	-0.007000	0.014000	1.960000	2652	0	15	0.074446	-0.011708	0.016559	0.010080	0.039413	-0.016529	-0.004199	0.013812	0.029022	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	156813134	-1	156819657	157028044	156813636	156819640	156820206	157028009	1	21047	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	901	mosflm-comb-latt-nocell-retry-multi-refine	9472.983398	0.000000	0.000000	0	201	orthorhombic	P	12.957300	22.599529	30.761360	89.991119	90.148827	89.733093	0.005500	-0.009000	-0.005000	2.320000	5284	0	31	-0.014652	0.024624	-0.071661	0.042883	0.009560	-0.005261	0.005267	-0.029961	-0.011463	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	157028066	-1	157037901	157452817	157028568	157037884	157038451	157452782	1	21049	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	910	mosflm-comb-latt-nocell-retry-multi-refine	9479.667969	0.000000	0.000000	0	340	orthorhombic	P	12.948120	22.673759	30.844641	90.354424	90.436310	89.996834	0.009800	0.018000	-0.005000	2.330000	11172	0	47	0.032097	-0.058905	-0.038275	-0.002482	0.023034	-0.037530	0.029523	0.012286	0.005352	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	161618864	-1	161635093	162510895	161619366	161635076	161635643	162510860	1	21061	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	919	mosflm-comb-latt-nocell-retry-multi-refine	9474.464844	0.000000	0.000000	0	144	orthorhombic	P	12.976690	22.608391	30.830379	90.097481	90.095230	90.316170	0.004300	0.003000	-0.009000	1.940000	4888	0	7	-0.061136	0.009781	-0.045885	-0.015357	-0.039838	0.011559	-0.016380	0.013387	0.024587	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	164086172	-1	164093386	164476952	164086674	164093369	164093934	164476917	1	21070	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	925	mosflm-comb-latt-nocell-retry-multi-refine	9473.023438	0.000000	0.000000	0	205	orthorhombic	P	12.922540	22.613010	30.882959	90.246803	90.049690	89.883949	0.005360	0.006000	-0.009000	2.220000	5917	0	20	0.038385	0.036754	-0.056250	-0.031692	0.030813	-0.001371	0.015837	0.017476	0.022188	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	165307937	-1	165317957	165782111	165308439	165317940	165318506	165782076	1	21077	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	932	mosflm-comb-latt-nocell-retry-multi-refine	9477.558594	0.000000	0.000000	0	318	orthorhombic	P	13.012910	22.651091	30.790480	89.911240	90.285789	89.858276	0.009090	-0.008000	-0.005000	2.470000	10443	0	65	0.053778	-0.029379	0.046373	0.027230	-0.004300	-0.034483	0.011689	0.029783	0.005582	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	166744403	-1	166759621	167578298	166744905	166759604	166760172	167578263	1	21086	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	931	mosflm-comb-latt-nocell-retry-multi-refine	9475.729492	0.000000	0.000000	0	346	orthorhombic	P	13.024910	22.712900	30.811420	90.126389	89.848007	90.619987	0.012010	-0.001000	-0.003000	2.200000	13233	0	102	-0.029562	-0.029244	0.064546	-0.024855	-0.027800	-0.023412	0.023793	-0.022059	0.000801	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	167578320	-1	167594825	168632315	167578822	167594808	167595377	168632280	1	21085	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	937	mosflm-comb-latt-nocell-retry-multi-refine	9454.322266	0.000000	0.000000	0	97	orthorhombic	P	12.983510	22.601240	30.826500	89.992943	89.982597	90.279480	0.003420	-0.003000	-0.002000	2.290000	4028	0	11	-0.055210	0.017971	-0.050609	-0.026358	0.013043	0.033058	0.011948	0.030068	-0.002342	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	168637183	-1	168642233	168958451	168637684	168642216	168642783	168958416	1	21092	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	940	mosflm-comb-latt-nocell-retry-multi-refine	9482.824219	0.000000	0.000000	0	141	orthorhombic	P	12.971440	22.583891	30.874100	90.311790	89.982567	89.995827	0.005860	0.001000	0.004000	2.200000	6664	0	13	-0.076927	-0.003595	0.003543	0.002735	-0.040048	0.018692	0.000729	0.013577	0.029398	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	170000158	-1	170007233	170529910	170000660	170007216	170007781	170529875	1	21096	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	953	mosflm-comb-latt-nocell-retry-multi-refine	9472.933594	0.000000	0.000000	0	283	orthorhombic	P	12.950710	22.726770	30.805981	90.089661	90.099808	90.103996	0.007940	-0.006000	-0.016000	2.300000	9083	0	52	-0.030894	0.057152	0.041732	0.003837	-0.024405	0.036411	0.029594	0.012291	0.005181	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	172716892	-1	172730499	173442610	172717394	172730482	172731049	173442575	1	21109	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	952	mosflm-comb-latt-nocell-retry-multi-refine	9472.751953	0.000000	0.000000	0	228	orthorhombic	P	12.991820	22.641090	30.815990	90.099068	89.983139	90.073601	0.005810	0.008000	0.002000	2.240000	5013	0	42	0.016585	0.028377	0.069601	-0.043097	0.002355	0.009372	0.000917	-0.030117	0.012050	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	173444308	-1	173455385	173849038	173444810	173455368	173455933	173849003	1	21108	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	952	mosflm-comb-latt-nocell-retry-multi-refine	9472.751953	0.000000	0.000000	0	228	orthorhombic	P	12.913690	22.664480	30.812889	89.437492	90.331596	89.267029	0.031640	-0.012000	0.011000	2.100000	28386	0	157	0.042709	0.040685	-0.050183	0.030831	-0.031533	0.001549	-0.014549	-0.014996	-0.024836	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	173444308	-1	173849038	176073416	173444810	173455368	173849589	176073381	2	21108	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	959	mosflm-comb-latt-nocell-retry-multi-refine	9474.661133	0.000000	0.000000	0	187	orthorhombic	P	13.006190	22.689970	30.835400	90.261452	89.719276	90.114960	0.006290	0.006000	-0.010000	2.000000	7390	0	52	0.052255	0.046706	-0.031618	-0.030541	0.031503	-0.004151	0.007467	0.011327	0.029457	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	176438304	-1	176447495	177027028	176438806	176447478	176448044	177026993	1	21116	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	973	mosflm-comb-latt-nocell-retry-multi-refine	9478.937500	0.000000	0.000000	0	167	orthorhombic	P	12.993760	22.650700	30.862089	90.043602	90.079689	90.025681	0.003950	0.002000	-0.002000	2.350000	4521	0	20	-0.065229	0.029689	0.028047	0.022394	0.017183	0.033947	0.004990	0.027133	-0.016994	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	178628149	-1	178636420	178991196	178628651	178636403	178636969	178991161	1	21145	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	972	mosflm-comb-latt-nocell-retry-multi-refine	9471.219727	0.000000	0.000000	0	193	orthorhombic	P	12.985790	22.678499	30.799419	90.384979	89.987793	90.656471	0.006380	-0.006000	-0.022000	2.230000	6504	0	58	0.038166	-0.022404	-0.063026	-0.016039	-0.040863	0.004196	-0.025605	0.007934	-0.018320	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	179001911	-1	179011378	179521642	179002413	179011361	179011928	179521607	1	21144	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	974	mosflm-comb-latt-nocell-retry-multi-refine	9473.849609	0.000000	0.000000	0	178	orthorhombic	P	12.989480	22.803881	30.644979	89.852448	89.894913	90.035988	0.008180	-0.018000	-0.007000	2.130000	9472	0	45	-0.019119	0.072627	-0.016930	-0.035975	-0.003658	0.024808	0.016901	0.010422	0.025896	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	179521664	-1	179530441	180273047	179522166	179530424	179530991	180273012	1	21146	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	975	mosflm-comb-latt-nocell-retry-multi-refine	9469.593750	0.000000	0.000000	0	200	orthorhombic	P	13.067240	22.543880	30.838610	90.081421	89.756912	90.090508	0.009800	0.013000	-0.000000	2.240000	11333	0	41	0.061124	-0.026557	0.037618	0.022254	-0.003152	-0.038242	0.010747	0.030370	0.003698	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	180750242	-1	180760031	181648352	180750744	180760014	180760581	181648317	1	21148	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	979	mosflm-comb-latt-nocell-retry-multi-refine	9472.162109	0.000000	0.000000	0	242	orthorhombic	P	12.968560	22.760889	30.840570	89.818649	90.061974	90.191750	0.012900	-0.004000	-0.023000	1.970000	14818	0	107	-0.006747	-0.068406	0.034943	-0.011824	-0.018451	-0.038080	0.031126	-0.006402	-0.006445	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	182172483	-1	182184205	183345543	182172985	182184188	182184757	183345508	1	21152	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	983	mosflm-comb-latt-nocell-retry-multi-refine	9475.865234	0.000000	0.000000	0	177	orthorhombic	P	13.028300	22.673719	30.752430	90.133278	90.184128	90.262817	0.004610	0.013000	-0.008000	2.300000	4727	0	41	0.034548	0.025273	0.063713	-0.019834	0.039132	-0.004524	-0.025034	-0.010536	0.017880	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	183354531	-1	183363262	183734352	183355033	183363245	183363811	183734317	1	21156	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	982	mosflm-comb-latt-nocell-retry-multi-refine	9473.973633	0.000000	0.000000	0	199	orthorhombic	P	13.006950	22.648750	30.802080	90.083237	89.982887	90.218010	0.005580	0.004000	-0.008000	2.230000	6028	0	43	-0.046635	-0.015571	-0.059107	-0.013351	-0.036997	0.020061	-0.023910	0.016457	0.014542	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	183734374	-1	183744117	184217033	183734876	183744100	183744666	184216998	1	21155	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	985	mosflm-comb-latt-nocell-retry-multi-refine	9468.356445	0.000000	0.000000	0	196	orthorhombic	P	12.901230	22.832720	30.871620	89.996017	89.888412	90.620560	0.007860	0.011000	-0.026000	2.270000	8879	0	45	0.027939	-0.059023	-0.041767	-0.004563	0.023274	-0.036822	0.029989	0.011681	0.003670	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	184217055	-1	184226660	184922838	184217557	184226643	184227209	184922803	1	21159	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	990	mosflm-comb-latt-nocell-retry-multi-refine	9474.701172	0.000000	0.000000	0	100	orthorhombic	P	13.028350	22.644400	30.888880	90.086327	90.128021	90.133308	0.003450	-0.006000	-0.008000	2.190000	3375	0	27	-0.030528	0.000570	0.070422	0.039671	0.008906	0.017237	-0.005881	0.031719	-0.002727	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	185197164	-1	185202354	185467546	185197666	185202337	185202904	185467511	1	21169	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	997	mosflm-comb-latt-nocell-retry-multi-refine	9466.161133	0.000000	0.000000	0	258	orthorhombic	P	12.922250	22.736300	30.907160	90.396370	90.087013	90.353638	0.007380	0.015000	0.009000	2.210000	8505	0	38	-0.030911	-0.055687	0.043958	-0.006760	0.028958	0.032410	-0.029310	0.006811	-0.011894	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	186482512	-1	186494969	187161826	186483014	186494952	186495517	187161791	1	21177	1506768128
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	105	-1	1	996	mosflm-comb-latt-nocell-retry-multi-refine	9473.822266	0.000000	0.000000	0	151	orthorhombic	P	12.982320	22.682680	30.832861	89.978600	90.008369	90.049797	0.004200	-0.009000	0.001000	2.130000	4761	0	23	-0.047903	0.032015	-0.051123	0.034431	0.012172	-0.024697	-0.001621	-0.028112	-0.016093	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	187161848	-1	187169383	187543014	187162350	187169366	187169932	187542979	1	21176	1506768128
