ifile	run	class	subcxi	event	indby	phoen	bmdv	bmbw	aclen	npeak	ltype	cent	a	b	c	alpha	beta	gamma	prorad	detdx	detdy	reslim	nref	nsref	niref	o1	o2	o3	o4	o5	o6	o7	o8	o9	sfile	istart	iend	cstart	cend	pstart	pend	rstart	rend	multi	multiid	/cheetah/frameNumber	/LCLS/machineTime
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	772	mosflm-comb-latt-nocell-retry-multi-refine	9481.892043	0.00e+00	1.00e-08	0.120982	164	orthorhombic	P	13.05777	22.62941	30.93253	90.74447	90.14085	90.23400	0.01182	-0.005	-0.023	1.45	13898	0	67	-0.0043454	+0.0763102	-0.0047880	-0.0016249	-0.0026759	-0.0440834	-0.0322747	-0.0017017	+0.0008715	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	77335037	78432434	77343170	78432412	77335539	77343153	77343721	78432377	1	1	20817	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	775	none	9476.386777	0.00e+00	1.00e-08	0.120982	219	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	78432434	78443081	-1	-1	78432898	78443042	-1	-1	0	0	20820	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	777	none	9482.055076	0.00e+00	1.00e-08	0.120982	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	78443081	78444435	-1	-1	78443544	78444396	-1	-1	0	0	20822	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	774	mosflm-comb-latt-nocell-retry-multi-refine	9475.750628	0.00e+00	1.00e-08	0.120982	149	orthorhombic	P	13.09043	22.60431	30.68418	90.48275	89.87194	90.91009	0.00823	0.009	-0.017	1.72	9597	0	43	+0.0390384	-0.0476478	+0.0451982	+0.0117949	+0.0335320	+0.0263485	-0.0266818	-0.0045239	+0.0181606	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	78444435	79204300	78451878	79204278	78444937	78451861	78452427	79204243	1	1	20818	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	776	mosflm-comb-latt-nocell-retry-multi-refine	9481.158858	0.00e+00	1.00e-08	0.120982	168	orthorhombic	P	13.28965	22.70310	30.44590	89.70565	89.40811	89.70173	0.00785	0.009	-0.017	1.66	9066	0	55	-0.0347940	+0.0493876	-0.0448669	+0.0345422	+0.0271151	+0.0034406	+0.0137635	-0.0144975	-0.0260641	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	79204300	79923433	79212617	79923411	79204802	79212600	79213166	79923376	1	1	20821	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	773	mosflm-comb-latt-nocell-retry-multi-refine	9479.595674	0.00e+00	1.00e-08	0.120982	237	orthorhombic	P	13.00640	22.73990	30.96534	89.64154	89.19926	89.64310	0.00907	0.001	-0.039	1.79	10112	0	62	+0.0327192	-0.0683218	-0.0132024	+0.0346425	+0.0122224	+0.0241766	-0.0145850	-0.0115775	+0.0263893	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	79923433	82705190	79934924	80727695	79923935	79934907	79935474	80727660	2	1	20819	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	773	mosflm-comb-latt-nocell-retry-multi-refine	9479.595674	0.00e+00	1.00e-08	0.120982	237	orthorhombic	P	12.98093	22.65399	30.88265	90.13825	89.95965	90.05584	0.02412	-0.011	0.008	1.97	25236	0	242	+0.0390563	+0.0377933	-0.0545970	+0.0313954	-0.0310165	+0.0009280	-0.0157469	-0.0167331	-0.0228156	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	79923433	82705190	80727695	82705168	79923935	79934907	80728246	82705133	2	2	20819	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	779	none	9478.930450	0.00e+00	1.00e-08	0.120982	215	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	82705190	82715653	-1	-1	82705654	82715614	-1	-1	0	0	20824	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	781	mosflm-comb-latt-nocell-retry-multi-refine	9474.235881	0.00e+00	1.00e-08	0.120982	159	orthorhombic	P	13.15518	22.68091	30.61771	90.42937	90.77006	90.45056	0.00801	0.018	-0.018	1.53	9246	0	41	+0.0419295	-0.0555244	+0.0306391	-0.0215331	-0.0300217	-0.0240661	+0.0221050	+0.0029164	-0.0238714	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	82715653	83448491	82723557	83448469	82716155	82723540	82724106	83448434	1	1	20827	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	782	none	9476.263387	0.00e+00	1.00e-08	0.120982	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	83448491	83456792	-1	-1	83448955	83456753	-1	-1	0	0	20828	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	784	none	9469.297376	0.00e+00	1.00e-08	0.120982	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	83456792	83459067	-1	-1	83457255	83459028	-1	-1	0	0	20830	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	786	none	9472.475906	0.00e+00	1.00e-08	0.120982	159	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	83459067	83466954	-1	-1	83459531	83466915	-1	-1	0	0	20832	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	783	none	9464.777445	0.00e+00	1.00e-08	0.120982	162	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	83466954	83474979	-1	-1	83467418	83474940	-1	-1	0	0	20829	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	780	mosflm-comb-latt-nocell-retry-multi-refine	9475.454910	0.00e+00	1.00e-08	0.120982	289	orthorhombic	P	13.23411	22.71596	31.06772	90.62296	89.65546	90.85701	0.02758	0.005	0.025	1.80	25593	0	200	-0.0607054	+0.0003429	+0.0450097	+0.0032073	-0.0435332	+0.0057584	+0.0191567	+0.0044316	+0.0254870	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	83474979	86792183	83488862	85494600	83475481	83488845	83489412	85494565	2	1	20826	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	780	mosflm-comb-latt-nocell-retry-multi-refine	9475.454910	0.00e+00	1.00e-08	0.120982	289	orthorhombic	P	12.97465	22.67234	30.88078	90.12402	90.10601	90.19352	0.01572	-0.005	-0.022	2.16	16553	0	158	+0.0189870	-0.0535525	+0.0520770	-0.0256521	+0.0197929	+0.0299271	-0.0251114	-0.0181483	-0.0094180	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	83474979	86792183	85494600	86792161	83475481	83488845	85495152	86792126	2	2	20826	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	778	mosflm-comb-latt-nocell-retry-multi-refine	9480.506879	0.00e+00	1.00e-08	0.120982	296	orthorhombic	P	13.13244	22.55878	30.84951	89.96414	90.09333	90.20826	0.01085	0.018	-0.023	2.39	12069	0	33	-0.0398584	+0.0473646	-0.0443442	-0.0138187	+0.0221635	+0.0358173	+0.0257081	+0.0196167	-0.0022452	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	86792183	89980131	86806388	87752475	86792685	86806371	86806938	87752440	2	1	20823	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	778	mosflm-comb-latt-nocell-retry-multi-refine	9480.506879	0.00e+00	1.00e-08	0.120982	296	orthorhombic	P	13.00784	22.71102	30.86583	90.09993	90.06102	89.72493	0.02818	-0.013	0.016	2.26	28425	0	120	-0.0739899	-0.0123790	+0.0168055	+0.0098837	+0.0004848	+0.0429057	-0.0051819	+0.0319689	+0.0008903	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	86792183	89980131	87752475	89980109	86792685	86806371	87753026	89980074	2	2	20823	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	787	none	9474.697129	0.00e+00	1.00e-08	0.120982	122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	89980131	89986316	-1	-1	89980595	89986277	-1	-1	0	0	20834	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	790	none	9474.706074	0.00e+00	1.00e-08	0.120982	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	89986316	89994249	-1	-1	89986780	89994210	-1	-1	0	0	20838	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	789	mosflm-comb-latt-nocell-retry-multi-refine	9472.005469	0.00e+00	1.00e-08	0.120982	271	orthorhombic	P	13.04461	22.60421	30.78626	90.63119	89.58050	90.18534	0.01016	-0.004	-0.036	2.35	11774	0	63	-0.0541914	-0.0292366	+0.0456689	-0.0263151	-0.0062737	-0.0350079	+0.0125012	-0.0296378	-0.0045370	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	89994249	90930244	90007305	90930222	89994751	90007288	90007856	90930187	1	1	20836	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	785	dirax-comb-nolatt-nocell-retry-multi-refine	9473.555537	0.00e+00	1.00e-08	0.120982	250	orthorhombic	P	13.03102	22.68087	30.75726	89.87525	89.94705	90.20268	0.02943	-0.016	0.008	2.15	29395	0	237	-0.0421537	+0.0341738	-0.0542616	-0.0305425	-0.0315926	+0.0036096	-0.0152218	+0.0174246	+0.0228420	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	90930244	93245585	90942335	93245563	90930747	90942318	90942886	93245528	1	1	20831	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	792	none	9473.100891	0.00e+00	1.00e-08	0.120982	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	93245585	93251679	-1	-1	93246049	93251640	-1	-1	0	0	20840	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	791	none	9471.499321	0.00e+00	1.00e-08	0.120982	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	93251679	93253033	-1	-1	93252142	93252994	-1	-1	0	0	20839	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	794	none	9474.608934	0.00e+00	1.00e-08	0.120982	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	93253033	93254664	-1	-1	93253496	93254625	-1	-1	0	0	20843	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	796	mosflm-comb-latt-nocell-retry-multi-refine	9473.585599	0.00e+00	1.00e-08	0.120982	146	orthorhombic	P	13.03498	22.68421	30.85481	89.92954	90.37486	90.33755	0.00426	-0.004	-0.008	1.51	4957	0	20	+0.0199672	+0.0688796	-0.0272546	-0.0390658	+0.0164213	+0.0121505	+0.0123994	+0.0080537	+0.0288416	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	93254664	93650950	93261969	93650928	93255166	93261952	93262519	93650893	1	1	20844	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	793	none	9477.788489	0.00e+00	1.00e-08	0.120982	237	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	93650950	93662425	-1	-1	93651414	93662386	-1	-1	0	0	20841	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	797	mosflm-comb-latt-nocell-retry-multi-refine	9477.558427	0.00e+00	1.00e-08	0.120982	226	orthorhombic	P	13.01899	22.57529	30.81335	90.12387	89.98800	90.11984	0.00314	0.009	-0.013	2.45	3545	0	29	-0.0507808	+0.0346827	-0.0460255	+0.0269251	-0.0062961	-0.0346060	-0.0141650	-0.0285951	-0.0059083	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	93662425	93951768	93673410	93951746	93662927	93673393	93673959	93951711	1	1	20846	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	788	dirax-comb-nolatt-nocell-retry-multi-refine	9476.941244	0.00e+00	1.00e-08	0.120982	261	orthorhombic	P	13.42834	22.64737	30.08280	89.71644	89.60602	89.86431	0.02399	0.041	-0.049	1.55	23149	0	136	+0.0364943	-0.0381105	+0.0525523	+0.0314881	+0.0309525	+0.0004339	-0.0168399	+0.0165696	+0.0233870	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	93951768	97768935	93964364	95778466	93952271	93964347	93964915	95778431	2	1	20837	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	788	dirax-comb-nolatt-nocell-retry-multi-refine	9476.941244	0.00e+00	1.00e-08	0.120982	261	orthorhombic	P	12.81181	22.90668	30.98793	89.22849	90.24606	90.53897	0.02503	-0.042	0.017	1.39	25397	0	187	+0.0168918	-0.0508347	-0.0567751	+0.0298068	-0.0191890	+0.0254881	-0.0228523	-0.0200009	+0.0109242	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	93951768	97768935	95778466	97768913	93952271	93964347	95779017	97768878	2	2	20837	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	798	dirax-comb-nolatt-nocell-retry-multi-refine	9476.112020	0.00e+00	1.00e-08	0.120982	246	orthorhombic	P	13.03508	22.73581	30.75256	89.90117	90.51999	90.36887	0.00636	-0.007	-0.021	2.35	5841	0	74	+0.0120848	+0.0112502	-0.0749231	+0.0434355	-0.0029314	+0.0062765	-0.0014449	-0.0320439	-0.0053465	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	97768935	98239411	97780841	98239389	97769438	97780824	97781391	98239354	1	1	20847	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	800	mosflm-comb-latt-nocell-retry-multi-refine	9471.314156	0.00e+00	1.00e-08	0.120982	228	orthorhombic	P	12.99606	22.66128	30.78487	90.27745	90.13039	89.96998	0.00814	0.007	0.004	2.23	9285	0	57	+0.0157936	-0.0736562	+0.0156881	+0.0151686	+0.0117408	+0.0397417	-0.0296960	-0.0037569	+0.0126189	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	98239411	98978456	98250488	98978434	98239913	98250471	98251036	98978399	1	1	20850	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	795	mosflm-comb-latt-nocell-retry-multi-refine	9471.044648	0.00e+00	1.00e-08	0.120982	228	orthorhombic	P	12.95473	22.68536	30.83695	90.13833	90.08657	90.10736	0.00451	-0.006	-0.011	2.38	4867	0	31	-0.0424904	+0.0441520	+0.0469445	+0.0198534	-0.0179761	+0.0350126	+0.0227830	+0.0230563	-0.0009826	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	98978456	101720340	98989533	99371491	98978958	98989516	98990083	99371456	2	1	20845	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	795	mosflm-comb-latt-nocell-retry-multi-refine	9471.044648	0.00e+00	1.00e-08	0.120982	228	orthorhombic	P	13.10247	22.52740	30.85382	89.64117	89.87512	89.81651	0.02836	-0.005	0.024	2.22	29975	0	244	-0.0354601	+0.0459784	+0.0495340	+0.0213515	-0.0198400	+0.0334827	+0.0240636	+0.0215238	-0.0028601	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	98978456	101720340	99371491	101720318	98978958	98989516	99372042	101720283	2	2	20845	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	802	none	9470.570282	0.00e+00	1.00e-08	0.120982	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	101720340	101727629	-1	-1	101720804	101727590	-1	-1	0	0	20852	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	803	none	9477.989819	0.00e+00	1.00e-08	0.120982	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	101727629	101729857	-1	-1	101728092	101729818	-1	-1	0	0	20854	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	799	mosflm-comb-latt-nocell-retry-multi-refine	9467.648808	0.00e+00	1.00e-08	0.120982	211	orthorhombic	P	13.01468	22.45557	31.15958	89.21699	90.23529	90.69525	0.01579	0.001	0.021	1.60	18149	0	112	-0.0199070	-0.0651943	-0.0354711	+0.0393813	-0.0013631	-0.0207617	+0.0118176	-0.0170737	+0.0244744	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	101729857	103162448	101740152	103162426	101730359	101740135	101740702	103162391	1	1	20849	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	801	mosflm-comb-latt-nocell-retry-multi-refine	9471.190278	0.00e+00	1.00e-08	0.120982	57	orthorhombic	P	13.01751	23.13666	30.57840	89.97978	89.85789	90.71631	0.00598	0.034	0.044	1.12	7084	0	31	+0.0149173	-0.0743315	+0.0124302	-0.0217655	-0.0108997	-0.0357190	+0.0274731	+0.0026645	-0.0175388	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	103162448	103721230	103165658	103721208	103162949	103165641	103166206	103721173	1	1	20851	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	804	mosflm-comb-latt-nocell-retry-multi-refine	9471.022857	0.00e+00	1.00e-08	0.120982	248	orthorhombic	P	13.03693	22.71025	30.76377	90.02318	90.20068	89.99479	0.00650	0.008	-0.018	2.35	6354	0	75	-0.0260525	+0.0084848	-0.0716452	+0.0316944	+0.0294944	-0.0080279	+0.0196520	-0.0238451	-0.0100919	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	103721230	104231922	103733227	104231900	103721732	103733210	103733776	104231865	1	1	20873	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	807	mosflm-comb-latt-nocell-retry-multi-refine	9469.734506	0.00e+00	1.00e-08	0.120982	43	orthorhombic	P	12.98180	22.91245	30.56600	90.13992	90.48315	90.79711	0.00226	-0.039	-0.007	1.28	2587	0	6	-0.0637770	+0.0432170	+0.0003579	+0.0128793	+0.0203919	-0.0363801	-0.0155736	-0.0223385	-0.0181351	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	104231922	104437832	104234488	104437810	104232423	104234471	104235037	104437775	1	1	20874	1506768171	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	806	mosflm-comb-latt-nocell-retry-multi-refine	9476.225352	0.00e+00	1.00e-08	0.120982	240	orthorhombic	P	12.99320	22.71903	30.78211	89.98562	89.13271	89.28464	0.01473	-0.008	0.006	1.92	17031	0	83	-0.0681793	+0.0354945	+0.0041671	+0.0140389	+0.0292657	-0.0297344	-0.0108554	-0.0191086	-0.0239297	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	104437832	105784210	104449461	105784188	104438334	104449444	104450011	105784153	1	1	20871	1506768171	
